organisasjonsnummer,navn,naeringskode1,naeringskode1_beskrivelse,naeringskode2,naeringskode2_beskrivelse,naeringskode3,naeringskode3_beskrivelse,organisasjonsform,forretningsadresse,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_kommune,forretningsadresse_kommunenummer,postadresse_postnummer,postadresse_poststed,antall_ansatte,stiftelsesdato,registreringsdato,hjemmeside,telefon,mobil,epostadresse,er_i_konsern,overordnet_enhet,kapital_belop,kapital_type,kapital_valuta,siste_innsendte_aarsregnskap,institusjonell_sektor,institusjonell_sektor_beskrivelse,registrert_i_mva,registrert_i_foretaksregisteret,konkurs,under_avvikling,under_tvangsavvikling,antall_underenheter,hentet_dato,oppstartsdato,nedleggelsesdato
934039556,THØGERSEN BIL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-05,,,,,,933903419,,,,,,,False,,,,,,2026-04-11,2024-08-07,
934043030,AUTO LX,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-05,,,,,,833908472,,,,,,,False,,,,,,2026-04-11,2024-09-02,
934045017,RECAR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-05,,,,,,933911705,,,,,,,False,,,,,,2026-04-11,2024-08-06,
934049527,CARINN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-07,,,,,,933916200,,,,,,,False,,,,,,2026-04-11,2024-08-08,
934053427,KA AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-07,,,,,,933923975,,,,,,,False,,,,,,2026-04-11,2024-08-07,
934055241,SPORTTEC AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-09,,,,,,934015932,,,,,,,False,,,,,,2026-04-11,2024-09-09,
934055934,AUTO LX AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-09,,,,,,934023587,,,,,,,False,,,,,,2026-04-11,2024-08-23,
934056175,GAYRKHANOV,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-09,,,,,,934026136,,,,,,,False,,,,,,2026-04-11,2024-08-28,
934063589,BRUKTBIL 24-7 AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-10,,,,,,934042514,,,,,,,False,,,,,,2026-04-11,2024-09-01,
934070208,BONTA BILHANDEL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-10,,,,,,933930661,,,,,,,False,,,,,,2026-04-11,2024-08-13,
934077725,RONJA JONLI,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-11,,,,,,933946401,,,,,,,False,,,,,,2026-04-11,2024-08-15,
934082133,KÅEN IMPORT OG SERVICE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-11,,,,,,833951602,,,,,,,False,,,,,,2026-04-11,2024-08-14,
934088506,OLE RAGNAR EKREN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-12,,,,,,933964949,,,,,,,False,,,,,,2026-04-11,2024-09-01,
934089375,KUMANAN AUTOIMPORT,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-12,,,,,,933966437,,,,,,,False,,,,,,2026-04-11,2024-08-19,
934094050,INMOTION AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-14,,,,,,934058674,,,,,,,False,,,,,,2026-04-11,2024-08-26,
934101626,RN NORDIC AB NUF,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,13,,2024-09-16,,,,,,934005953,,,,,,,False,,,,,,2026-04-11,2024-08-19,
934101820,GLOMMA AUTO AL-DALWI,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-16,,,,,,934005074,,,,,,,False,,,,,,2026-04-11,2024-08-01,
934107217,EBB HOLD AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-16,,,,,,933972534,,,,,,,False,,,,,,2026-04-11,2024-08-19,
934112857,NORDIC AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-17,,,,,,934094905,,,,,,,False,,,,,,2026-04-11,2024-08-31,
934115406,BL AUTO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-17,,,,,,833982532,,,,,,,False,,,,,,2026-04-11,2024-10-01,
934115511,SUNDE BF,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-17,,,,,,933982661,,,,,,,False,,,,,,2026-04-11,2024-08-19,
934130804,AOLY HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-23,,,,,,921197926,,,,,,,False,,,,,,2026-04-11,2024-05-01,
934131568,M.A.CARS MOHAMAD ABDULRAZAK ALHAMOUD,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-23,,,,,,925078824,,,,,,,False,,,,,,2026-04-11,2024-05-01,
934133722,O. C. BOSCH CLASSIC GARAGE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-23,,,,,,992548630,,,,,,,False,,,,,,2026-04-11,2024-05-01,
934135563,SL BILSALG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-21,,,,,,934101278,,,,,,,False,,,,,,2026-04-11,2024-09-10,
934136764,E H AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-21,,,917 53 158,enis200312@icloud.com,,934101537,,,,,,,False,,,,,,2026-04-11,2024-09-30,
934139437,HALLINGDAL BILSENTER HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-21,,,,,,919487011,,,,,,,False,,,,,,2026-04-11,2023-01-01,
934148223,KOPRA AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-23,,,411 90 235,,,934145674,,,,,,,False,,,,,,2026-04-11,2024-09-23,
934149025,ARENA AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-23,,,,,,934081226,,,,,,,False,,,,,,2026-04-11,2024-08-01,
934155602,SUNNMØRE AUTO L & K AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-24,,,480 00 929,,,834142082,,,,,,,False,,,,,,2026-04-11,2024-09-16,
934158253,BILHOLDING II AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,5504,HAUGESUND,,,2024-09-24,,,,,,934154150,,,,,,,False,,,,,,2026-04-11,2024-09-11,
934160312,AASEN BILFORMIDLING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-25,,,,,,934010086,,,,,,,False,,,,,,2026-04-11,2024-09-02,
934160495,MULTI TRADE AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-25,,,,,,834010682,,,,,,,False,,,,,,2026-04-11,2024-09-11,
934161297,PERIAN C-T BIL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-25,,,,,,934013972,,,,,,,False,,,,,,2026-04-11,2024-08-24,
934161998,STRANDBYGDA VINTAGE GARAGE BY LANGHOLEN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-25,www.instagram.com/strandbygda_vintage_garage?igsh=aDR6ZXhrdHM0bzcw&utm_source=qr,,+4792886796,langholen1990@gmail.com,,934016521,,,,,,,False,,,,,,2026-04-11,2024-08-24,
934162919,BT-BIL TRAJKOVIC,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-25,,,,,,934020359,,,,,,,False,,,,,,2026-04-11,2024-08-26,
934168755,TØNSBERG BRUKTBIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-26,,,,,,934026950,,,,,,,False,,,,,,2026-04-11,2024-08-06,
934172205,BILTREFF AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-26,,,,,,934037456,,,,,,,False,,,,,,2026-04-11,2024-09-01,
934176200,BILOPPRETTINGSERVICE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-28,,,,,,934144880,,,,,,,False,,,,,,2026-04-11,2024-09-06,
934176804,VARME OG SIKKERHET AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-28,,,,,,934139666,,,,,,,False,,,,,,2026-04-11,2024-10-01,
934181352,IBILN AVD BODØ AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-30,,,,,,934098242,,,,,,,False,,,,,,2026-04-11,2024-10-01,
934192737,JIMS ARONSEN BIL OG LASTEBIL SALG.,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,1890,RAKKESTAD,,,2024-10-01,,,458 37 926,jimbjerkan6@gmail.com,,934191048,,,,,,,False,,,,,,2026-04-11,2024-09-30,
934193571,DRAMMEN BILCO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-02,,,,,,933946282,,,,,,,False,,,,,,2026-04-11,2024-10-02,
934197372,RASCH BIL OG UTLEIE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-02,,,,,,934061314,,,,,,,False,,,,,,2026-04-11,2024-09-02,
934199146,WELI BIL SALG AS AVD OSLO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-02,,,,,,936095739,,,,,,,False,,,,,,2026-04-11,2024-09-01,
934199766,KIM'EN HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-02,,,,,,934196929,,,,,,,False,,,,,,2026-04-11,2024-09-21,
934207351,AUTOSENTER1 AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-03,,,,,,934079604,,,,,,,False,,,,,,2026-04-11,2024-08-13,
934207408,AZINOUN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-03,,,,,,934079752,,,,,,,False,,,,,,2026-04-11,2024-09-05,
934215729,TANKSENTERET AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-05,,,,,,934086309,,,,,,,False,,,,,,2026-04-11,2024-08-16,
934220854,K- ASSISTENTEN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3057,SOLBERGELVA,,,2024-10-07,,,,,,934195566,,,,,,,False,,,,,,2026-04-11,2024-09-02,
934225007,LMIA NORGE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-07,,+46103300259,+46723125348,kontakt@smallcarparts.se,,933898814,,,,,,,False,,,,,,2026-04-11,2024-07-23,
934243811,HOLLA AUTOSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,7713,STEINKJER,,,2024-10-09,Www.holla-autosenter.no,,,post@holla-autosenter.no,,934101480,,,,,,,False,,,,,,2026-04-11,2024-08-19,
934244850,JON-FREDRICH HETLAND-LYSNE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-09,,,,,,934103726,,,,,,,False,,,,,,2026-04-11,2024-09-16,
934246152,HUB AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,6,,2024-10-10,,,,,,934088824,,,,,,,False,,,,,,2026-04-11,2024-09-24,
934246950,SOL AUTO ALOSMAN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-10,,,,,,934093585,,,,,,,False,,,,,,2026-04-11,2024-09-15,
934258940,BIURO STANKUS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-12,,,,,,934118510,,,,,,,False,,,,,,2026-04-11,2024-09-11,
934265157,KRISTOFFER DALE ENK,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3427,GULLAUG,,,2024-10-12,,,,,,934169174,,,,,,,False,,,,,,2026-04-11,2024-09-18,
934268288,AUTO DUO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,6800,FØRDE,,,2024-10-14,,,,,,934088557,,,,,,,False,,,,,,2026-04-11,2024-09-04,
934271432,VIKENBILSENTRAL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-14,,,,,,934239121,,,,,,,False,,,,,,2026-04-11,2024-10-02,
934273907,GARDERMOEN AUTOPARTNER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-15,,,,,,934197593,,,,,,,False,,,,,,2026-04-11,2024-10-14,
934280792,TOP CARS RS KHATTAR,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-15,,,,,,934125967,,,,,,,False,,,,,,2026-04-11,2024-09-30,
934286073,WIIK AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-16,,,,,,934262638,,,,,,,False,,,,,,2026-04-11,2024-09-24,
934286588,O. A. RØED - SALG & KONSULENTTJENESTER AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-16,,,,,,934264258,,,,,,,False,,,,,,2026-04-11,2024-09-01,
934286987,FLEKSI BILHANDEL HOSSEINI,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3055,KROKSTADELVA,,,2024-10-16,,,,,,936539114,,,,,,,False,,,,,,2026-04-11,2024-09-30,
934287738,PERABUSS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-16,,,,,,934138015,,,,,,,False,,,,,,2026-04-11,2024-09-03,
934299132,BIL ABC AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,7,,2024-10-19,,,,,,934266439,,,,,,,False,,,,,,2026-04-11,2024-10-07,
934307143,CAMPER HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-19,,,,,,934306392,,,,,,,False,,,,,,2026-04-11,2024-10-01,
934316479,GILLANI CARS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-22,,,,,,934303326,,,,,,,False,,,,,,2026-04-11,2024-10-15,
934331435,NORDLYSET HOLDNING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-23,,,,,,934178114,,,,,,,False,,,,,,2026-04-11,2024-08-31,
934332652,HILMA MOTOR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-23,,,,,,934179781,,,,,,,False,,,,,,2026-04-11,2024-09-21,
934337352,CRYSTALSKYVENTURE LARSEN,47.810,Detaljhandel med motorvogner,49.330,Passasjertransport på forespørsel utført av fører med kjøretøy,,,BEDR,,,,,,,,,,2024-10-24,,,,,,934335589,,,,,,,False,,,,,,2026-04-11,2024-10-22,
934340957,ENK,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-24,,,,,,934206258,,,,,,,False,,,,,,2026-04-11,2024-10-01,
934341554,KRODA AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-24,,,,,,934817214,,,,,,,False,,,,,,2026-04-11,2024-09-25,
934350480,DRIVEMAC HOLDNING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-26,,,,,,934348826,,,,,,,False,,,,,,2026-04-11,2024-10-15,
934353471,ANDREASSEN INVEST,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-26,,,,,,934217640,,,,,,,False,,,,,,2026-04-11,2024-09-27,
934355075,B-AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-26,,,,,,934222024,,,,,,,False,,,,,,2026-04-11,2024-09-25,
934355598,SVOPP AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-26,,,,,,934223837,,,,,,,False,,,,,,2026-04-11,2024-09-04,
934362187,ENEBAKK AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1914,YTRE ENEBAKK,,,2024-10-28,,,,,,934341333,,,,,,,False,,,,,,2026-04-11,2024-10-14,
934366360,ELUWA KANAI,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-28,,,+4746833872,ichie430@yahoo.com,,934228057,,,,,,,False,,,,,,2026-04-11,2024-11-15,
934366697,MAKKONEN AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-28,,,,,,934228685,,,,,,,False,,,,,,2026-04-11,2024-09-10,
934367308,SEN MOBILITY,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-28,,,,,,934364856,,,,,,,False,,,,,,2026-04-11,2024-10-26,
934373731,BILMOTTAK OG LAGER FOR DELER,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,3916,PORSGRUNN,,,2024-10-29,,,,,,934240901,,,,,,,False,,,,,,2026-04-11,2024-10-01,
934388607,BYTYCI BIL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-31,,,456 62 962,liridon_bytyci@icloud.com,,934259777,,,,,,,False,,,,,,2026-04-11,2024-04-08,
934393058,DEINBOLLS SERVICE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-31,,,466 44 604,deinboll@hotmail.com,,934266889,,,,,,,False,,,,,,2026-04-11,2024-10-14,
934397118,AMIRUDIN ELYAUTO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-02,,,,,,934395263,,,,,,,False,,,,,,2026-04-11,2024-11-01,
934408640,NORDICAUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-04,,,,,,934380258,,,,,,,False,,,,,,2026-04-11,2024-10-28,
934412532,RIDE AUTO USMAN ZAFAR,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1051,OSLO,,,2024-11-05,,,,,,922163723,,,,,,,False,,,,,,2026-04-11,2024-11-01,
934415256,S AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-05,,,,,,934389336,,,,,,,False,,,,,,2026-04-11,2024-12-02,
934421582,AMIR HABIB AUTO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-06,,,,,,934269950,,,,,,,False,,,,,,2026-04-11,2024-10-08,
934422910,SOL AUTOSENTER JOHNASON,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-06,,,968 52 073,elina.johnason@gmail.com,,934275012,,,,,,,False,,,,,,2026-04-11,2024-09-23,
934424530,STENBERG BIL & MEK,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-06,,,,,,934276264,,,,,,,False,,,,,,2026-04-11,2024-10-08,
934428595,GUSTAVSON,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-07,,,,,,934279026,,,,,,,False,,,,,,2026-04-11,2024-10-10,
934439694,BB TRANSPORT & TRADING AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-11,,,,,,934404440,,,,,,,False,,,,,,2026-04-11,2024-11-01,
934441281,FUTUROAUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-11,,,,,,934297172,,,,,,,False,,,,,,2026-04-11,2024-10-31,
934443195,MOTOR SELECT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0581,OSLO,,,2024-11-11,,,,kontakt@motorselect.no,,934412125,,,,,,,False,,,,,,2026-04-11,2024-11-01,
934444620,SANDE AUTO HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-12,,,,,,934299663,,,,,,,False,,,,,,2026-04-11,2024-10-25,
934444698,SANDE AUTO SENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,12,,2024-11-12,,,,,,934299779,,,,,,,False,,,,,,2026-04-11,2024-10-25,
934446593,MP BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-12,,,,,,934419812,,,,,,,False,,,,,,2026-04-11,2024-10-29,
934446763,JOYCAR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-12,,,,,,934420071,,,,,,,False,,,,,,2026-04-11,2024-11-05,
934449088,"VALVIK,S AS",47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-12,,,,,,934289161,,,,,,,False,,,,,,2026-04-11,2024-10-01,
934452240,EMBAYE SKOGER BILSALG,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-12,,,,,,934293673,,,,,,,False,,,,,,2026-04-11,2024-10-14,
934457072,WEEL BUSS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-13,,,,,,934295633,,,,,,,False,,,,,,2026-04-11,2024-10-14,
934459989,AUTONOR COSOVIC,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-14,,,,,,934299787,,,,,,,False,,,,,,2026-04-11,2024-10-14,
934463676,AUTO VIBE SADOWSKA,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-14,,,,,,934303563,,,,,,,False,,,,,,2026-04-11,2024-10-16,
934469038,DRIVELINE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-16,,40 05 90 83,953 02 570,yahyaswajet@gmail.com,,934437942,,,,,,,False,,,,,,2026-04-11,2024-11-04,
934477650,SILCENKO TJENESTER,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-16,,,,,,934325478,,,,,,,False,,,,,,2026-04-11,2024-10-01,
934484479,ØSTFOLD BRUKTHANDEL AL-JABERI,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-18,,,,,,934444175,,,,,,,False,,,,,,2026-04-11,2024-11-11,
934484533,BAIGS AUTOLINK,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-18,,,,,,934333942,,,,,,,False,,,,,,2026-04-11,2024-10-22,
934486080,MB AUTO INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3513,HØNEFOSS,,,2024-11-18,,,,,,934341945,,,,,,,False,,,,,,2026-04-11,2024-10-06,
934488083,NITU IOAN ROMEO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-18,,,,,,934345835,,,,,,,False,,,,,,2026-04-11,2024-10-23,
934490282,VEA BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-19,,,,,,934467310,,,,,,,False,,,,,,2026-04-11,2024-11-08,
934490355,NEXTDRIVE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-19,,,918 09 927,hagestande@gmail.com,,934468600,,,,,,,False,,,,,,2026-04-11,2024-11-04,
934493885,AUTOMOTIVE BILSALG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-19,,,,,,933570002,,,,,,,False,,,,,,2026-04-11,2024-11-01,
934494504,NOR AUTO TRADE STEGNJAIC,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-19,,,,,,934357051,,,,,,,False,,,,,,2026-04-11,2024-11-01,
934496035,BRYSTLOMMA AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-19,,,,,,934360605,,,,,,,False,,,,,,2026-04-11,2024-10-21,
934496272,FORMULA AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0579,OSLO,,,2024-11-19,,,,,,934361652,,,,,,,False,,,,,,2026-04-11,2024-10-16,
934496531,TOTAL BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-19,,,,osman@autowise.no,,934362519,,,,,,,False,,,,,,2026-04-11,2024-10-15,
934497813,ABDUL-RIZA BILDELER,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-19,,,,,,934365100,,,,,,,False,,,,,,2026-04-11,2024-11-01,
934501888,BJØRN UTHEIM HANSEN,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-20,,,,,,934369882,,,,,,,False,,,,,,2026-04-11,2024-10-01,
934505026,JOHNSEN CONSULTING,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-25,,,,,,885638392,,,,,,,False,,,,,,2026-04-11,2024-07-01,
934506820,VIKEN GOLDEN BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-25,,,,,,923859217,,,,,,,False,,,,,,2026-04-11,2024-07-01,
934509129,AUTO VESTBY KHAN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-25,,,,,,986140166,,,,,,,False,,,,,,2026-04-11,2024-07-01,
934511727,SANDØ BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3340,ÅMOT,,,2024-11-20,www.sandobil.no,91 63 86 62,469 69 466,post@sandobil.no,,934380347,,,,,,,False,,,,,,2026-04-11,2024-10-18,
934512065,AUTOHANDEL1 MEHMOOD,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1281,OSLO,,,2024-11-20,,,,,,834382512,,,,,,,False,,,,,,2026-04-11,2024-11-01,
934514548,ELI-BIL RRUSTEMI,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-21,,,,,,934394836,,,,,,,False,,,,,,2026-04-11,2024-10-01,
934516222,OUSTAD AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-21,,,,,,834385252,,,,,,,False,,,,,,2026-04-11,2024-10-21,
934518128,CAR MATCH AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-21,,,,,,934388399,,,,,,,False,,,,,,2026-04-11,2024-11-15,
934521234,KBAUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-23,,,,,,934481011,,,,,,,False,,,,,,2026-04-11,2024-11-11,
934521358,FARES AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-23,,,,,,934486226,,,,,,,False,,,,,,2026-04-11,2024-12-01,
934525639,SKOGLY & DE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-23,,,,,,934398149,,,,,,,False,,,,,,2026-04-11,2024-10-25,
934533879,MARTINSEN BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-25,,,,,,834500922,,,,,,,False,,,,,,2026-04-11,2024-11-14,
934540271,AUTOFORUM AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-26,,,,,,934522796,,,,,,,False,,,,,,2026-04-11,2024-11-11,
934549422,RUDI AUTO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-27,,,,,,934413350,,,,,,,False,,,,,,2026-04-11,2024-11-04,
934557255,BAREBIL ANFINSEN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-28,,,,,,934427300,,,,,,,False,,,,,,2026-04-11,2024-11-06,
