organisasjonsnummer,navn,naeringskode1,naeringskode1_beskrivelse,naeringskode2,naeringskode2_beskrivelse,naeringskode3,naeringskode3_beskrivelse,organisasjonsform,forretningsadresse,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_kommune,forretningsadresse_kommunenummer,postadresse_postnummer,postadresse_poststed,antall_ansatte,stiftelsesdato,registreringsdato,hjemmeside,telefon,mobil,epostadresse,er_i_konsern,overordnet_enhet,kapital_belop,kapital_type,kapital_valuta,siste_innsendte_aarsregnskap,institusjonell_sektor,institusjonell_sektor_beskrivelse,registrert_i_mva,registrert_i_foretaksregisteret,konkurs,under_avvikling,under_tvangsavvikling,antall_underenheter,hentet_dato
934276043,KROGHS BILSALG AS,47.810,Detaljhandel med motorvogner,,,,,AS,Bedriftsveien 6,0950,OSLO,OSLO,0301,,,,1983-03-15,1995-02-19,,22 16 40 40,,,False,,600000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934276264,STENBERG BIL & MEK,47.810,Detaljhandel med motorvogner,,,,,ENK,Eikveien 129,4462,HOVSHERAD,LUND,1112,,,,,2024-10-15,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
934279026,GUSTAVSON,47.810,Detaljhandel med motorvogner,,,,,ENK,Waldemar Thranes gate 24,0171,OSLO,OSLO,0301,,,,,2024-10-15,,,,,False,,,,,,8200,Personlig næringsdrivende,True,False,False,False,False,1,2026-04-11
934283171,AUTO 8-8 IMAAS AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Jordbruksveien 44,8008,BODØ,BODØ,1804,8041,BODØ,17,1983-11-07,1995-03-12,www.imaas-bil.no,75 54 44 60,,firmapost@imaas-bil.no,True,,1500000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,2,2026-04-11
934289161,"VALVIK,S AS",47.810,Detaljhandel med motorvogner,,,,,AS,Hamresandveien 116,4656,HAMRESANDEN,KRISTIANSAND,4204,,,,2024-10-01,2024-10-16,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934291689,BIL INVEST AS,46.710,Engroshandel med motorvogner,,,,,AS,Myrdalskogen 2A,5118,ULSET,BERGEN,4601,,,,2024-10-02,2024-10-17,,,977 24 062,bilinvest1as@gmail.com,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934293673,EMBAYE SKOGER BILSALG,47.810,Detaljhandel med motorvogner,,,,,ENK,Frydenhaugveien 10,3041,DRAMMEN,DRAMMEN,3301,,,,,2024-10-17,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934295633,WEEL BUSS,46.710,Engroshandel med motorvogner,,,,,ENK,Bruket 9,1621,GRESSVIK,FREDRIKSTAD,3107,,,,,2024-10-17,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
934297008,SIPO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Prestegårdsskauen 2,4790,LILLESAND,LILLESAND,4215,,,6,2024-10-09,2024-10-17,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934297172,FUTUROAUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Ytterøra 25,8656,MOSJØEN,VEFSN,1824,,,,2024-10-31,2024-11-04,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934299663,SANDE AUTO HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Gallebergveien 2,3070,SANDE I VESTFOLD,HOLMESTRAND,3903,,,,2024-10-04,2024-10-18,,,,,False,,36000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934299779,SANDE AUTO SENTER AS,47.810,Detaljhandel med motorvogner,,,,,AS,Gallebergveien 2,3070,SANDE I VESTFOLD,HOLMESTRAND,3903,,,12,2024-10-04,2024-10-18,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934299787,AUTONOR COSOVIC,47.810,Detaljhandel med motorvogner,,,,,ENK,Selvbyggerveien 78,0591,OSLO,OSLO,0301,,,,,2024-10-18,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
934302370,TOLK OG TJENSTER IWAN,47.810,Detaljhandel med motorvogner,,,,,ENK,Torpelia 13A,3295,HELGEROA,LARVIK,3909,,,,,2024-10-18,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934303326,GILLANI CARS,47.810,Detaljhandel med motorvogner,,,,,ENK,Steinvollvegen 2,2053,JESSHEIM,ULLENSAKER,3209,,,,,2024-10-18,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934303563,AUTO VIBE SADOWSKA,47.810,Detaljhandel med motorvogner,,,,,ENK,Tjønneheia 44,4640,SØGNE,KRISTIANSAND,4204,,,,,2024-10-18,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934304055,Entracon AS,47.810,Detaljhandel med motorvogner,,,,,AS,Tajevegen,2211,KONGSVINGER,KONGSVINGER,3401,2211,KONGSVINGER,,1983-12-01,1995-03-12,,62815971,,,False,,30004.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
934304306,VARIO HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Gallebergveien 4,3070,SANDE I VESTFOLD,HOLMESTRAND,3903,,,,2024-10-04,2024-10-18,,,,,False,,33000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
934306392,CAMPER HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Fasanveien 4,3142,VESTSKOGEN,FÆRDER,3911,,,,2024-10-10,2024-10-19,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934314824,JMD AUTO AS KONKURSBO,47.810,Detaljhandel med motorvogner,,,,,KBO,Barstølveien 5B,4636,KRISTIANSAND S,KRISTIANSAND,4204,4610,KRISTIANSAND S,,2024-10-21,2024-10-21,,,,,False,,,,,,,,False,False,False,False,False,,2026-04-11
934317092,TRAILER-TEKNIKK AS KONKURSBO,46.710,Engroshandel med motorvogner,,,,,KBO,Hagebyen 2,8050,TVERLANDET,BODØ,1804,8006,BODØ,,2024-10-18,2024-10-22,,,,,False,,,,,,,,True,False,False,False,False,,2026-04-11
934325478,SILCENKO TJENESTER,47.810,Detaljhandel med motorvogner,,,,,ENK,Ekornrudvegen 5,2052,JESSHEIM,ULLENSAKER,3209,,,,,2024-10-23,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934333942,BAIGS AUTOLINK,47.810,Detaljhandel med motorvogner,,,,,ENK,Jutulveien 65,2016,FROGNER,LILLESTRØM,3205,,,,,2024-10-24,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934335589,CRYSTALSKYVENTURE LARSEN,47.810,Detaljhandel med motorvogner,49.330,Passasjertransport på forespørsel utført av fører med kjøretøy,,,ENK,Kapteinvegen 20,9014,TROMSØ,TROMSØ,5501,,,,,2024-10-24,,,,,False,,,,,,8200,Personlig næringsdrivende,True,False,False,False,False,1,2026-04-11
934341333,ENEBAKK AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Osloveien 312,1914,YTRE ENEBAKK,ENEBAKK,3220,1914,YTRE ENEBAKK,,2024-10-14,2024-10-24,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934341945,MB AUTO INVEST AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kirkegata 2,3520,JEVNAKER,JEVNAKER,3236,3513,HØNEFOSS,,2024-10-06,2024-10-24,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934345835,NITU IOAN ROMEO,47.810,Detaljhandel med motorvogner,,,,,ENK,Eikanesvegen 133,5578,NEDRE VATS,VINDAFJORD,1160,,,,,2024-10-25,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934348826,DRIVEMAC HOLDNING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Bedriftsveien 16,0950,OSLO,OSLO,0301,,,,2024-10-04,2024-10-25,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934351460,VIKEN BIL SENTERET AS,47.810,Detaljhandel med motorvogner,,,,,AS,Myrveien 6,1434,ÅS,ÅS,3218,,,,2024-10-30,2024-12-05,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934357051,NOR AUTO TRADE STEGNJAIC,47.810,Detaljhandel med motorvogner,,,,,ENK,Nygata 35B,1467,STRØMMEN,LILLESTRØM,3205,,,,,2024-10-28,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934360605,BRYSTLOMMA AS,47.810,Detaljhandel med motorvogner,,,,,AS,c/o Skien Auto AS; Luksefjellvegen 25,3716,SKIEN,SKIEN,4003,,,,2024-10-22,2024-10-28,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934361105,AUTO BILMEGLING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Einervegen 7,2070,RÅHOLT,EIDSVOLL,3240,0664,OSLO,,2024-10-16,2024-10-28,,,,,False,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,,2026-04-11
934361652,FORMULA AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Furuveien 22A,1470,LØRENSKOG,LØRENSKOG,3222,0579,OSLO,,2024-10-16,2024-10-28,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934362519,TOTAL BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Prost Refsums veg 5,2005,RÆLINGEN,RÆLINGEN,3224,,,,2024-10-15,2024-10-28,,,,osman@autowise.no,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934364856,SEN MOBILITY,47.810,Detaljhandel med motorvogner,,,,,ENK,Hammarstoppen 13,2008,FJERDINGBY,RÆLINGEN,3224,,,,,2024-10-28,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
934365100,ABDUL-RIZA BILDELER,47.810,Detaljhandel med motorvogner,,,,,ENK,Ulsholtveien 45B,1053,OSLO,OSLO,0301,,,,,2024-10-28,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934369882,BJØRN UTHEIM HANSEN,46.710,Engroshandel med motorvogner,,,,,ENK,Fridtjof Nansens gate 1B,1532,MOSS,MOSS,3103,,,,,2024-10-29,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934380258,NORDICAUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Greåkerveien 35,1718,GREÅKER,SARPSBORG,3105,,,,2024-10-16,2024-10-30,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934380347,SANDØ BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Strandgata 14,3340,ÅMOT,MODUM,3316,3340,ÅMOT,,2024-10-18,2024-10-30,www.sandobil.no,91 63 86 62,469 69 466,post@sandobil.no,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934380967,BRUKTBILSALG AS,47.810,Detaljhandel med motorvogner,,,,,AS,Saltveitvegen 34,5521,HAUGESUND,HAUGESUND,1106,,,,2024-10-07,2024-10-30,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934388399,CAR MATCH AS,47.810,Detaljhandel med motorvogner,,,,,AS,Morenefaret 1,4340,BRYNE,TIME,1121,,,,2024-10-09,2024-10-31,,,,,False,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934389336,S AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Gamlevegen 29,3550,GOL,GOL,3324,,,,2024-10-28,2024-10-31,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934394836,ELI-BIL RRUSTEMI,47.810,Detaljhandel med motorvogner,,,,,ENK,Soliveien 28,1666,ROLVSØY,FREDRIKSTAD,3107,,,,,2024-11-01,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934395255,VIKEN SALG OG UTLEIE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Grenaderveien 20,3619,SKOLLENBORG,KONGSBERG,3303,,,,2024-10-12,2024-11-01,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934395263,AMIRUDIN ELYAUTO,47.810,Detaljhandel med motorvogner,,,,,ENK,Vikhammerdalen 6,7560,VIKHAMMER,MALVIK,5031,,,,,2024-11-01,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934398149,SKOGLY & DE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Borgenvegen 142,2822,BYBRUA,GJØVIK,3407,,,,2024-10-25,2024-11-01,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934400798,MOHAGEN BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Mohagalia 4,2770,JAREN,GRAN,3446,,,19,2024-10-01,2024-11-01,,,,,False,,40000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934400836,AUTOSENTRUM VESTFOLD AS,47.810,Detaljhandel med motorvogner,,,,,AS,Bentsrudveien 8A,3083,HOLMESTRAND,HOLMESTRAND,3903,3105,TØNSBERG,13,2024-10-01,2024-11-01,,,,,False,,40000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934400844,CARAVAN GRUPPEN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Stoltenbergs gate 38A,3110,TØNSBERG,TØNSBERG,3905,,,,2024-10-01,2024-11-01,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934404440,BB TRANSPORT & TRADING AS,46.710,Engroshandel med motorvogner,,,,,AS,Vestsidevegen 42,2090,HURDAL,HURDAL,3242,,,,2024-10-22,2024-11-04,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934412125,MOTOR SELECT AS,47.810,Detaljhandel med motorvogner,,,,,AS,Strømsveien 62,2010,STRØMMEN,LILLESTRØM,3205,0581,OSLO,,2024-11-01,2024-11-05,,,,kontakt@motorselect.no,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934413350,RUDI AUTO,47.810,Detaljhandel med motorvogner,,,,,ENK,H Nestens veg 19,2053,JESSHEIM,ULLENSAKER,3209,,,,,2024-11-05,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
934419812,MP BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Knud Schartums gate 7,3045,DRAMMEN,DRAMMEN,3301,,,,2024-10-29,2024-11-06,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934419928,BILPAVILJONGEN AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Vingvegen 2,4050,SOLA,SOLA,1124,4097,SOLA,45,1983-10-05,1995-02-19,,51 64 83 00,,post@bilpaviljongen.no,True,,5150000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,2,2026-04-11
934420071,JOYCAR AS,47.810,Detaljhandel med motorvogner,,,,,AS,Herman Foss' gate 18B,0171,OSLO,OSLO,0301,,,,2024-10-25,2024-11-06,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934427300,BAREBIL ANFINSEN,47.810,Detaljhandel med motorvogner,,,,,ENK,Utåkervegen 211,5453,UTÅKER,KVINNHERAD,4617,,,,,2024-11-07,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934430786,TELLUS VERDAL AS KONKURSBO,47.810,Detaljhandel med motorvogner,,,,,KBO,E6 Vinne 14,7657,VERDAL,VERDAL,5038,7501,STJØRDAL,,2024-11-07,2024-11-07,,,,,False,,,,,,,,False,False,False,False,False,,2026-04-11
934437942,DRIVELINE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Rosenholmveien 17,1252,OSLO,OSLO,0301,,,,2024-11-04,2024-11-11,,40 05 90 83,953 02 570,yahyaswajet@gmail.com,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934440412,AVP BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Økernveien 147,0580,OSLO,OSLO,0301,0580,OSLO,,2024-11-05,2024-11-11,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934444175,ØSTFOLD BRUKTHANDEL AL-JABERI,47.810,Detaljhandel med motorvogner,,,,,ENK,Rakkestadveien 128,1814,ASKIM,INDRE ØSTFOLD,3118,,,,,2024-11-12,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
934445325,RASKBIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Produksjonsveien 11,1618,FREDRIKSTAD,FREDRIKSTAD,3107,,,,2024-10-18,2024-11-12,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934445589,IMPORTBIL.NO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Enerhøgdveien 31,1459,NESODDEN,NESODDEN,3212,,,,2024-11-06,2024-11-12,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934458664,YS AUTO YLLI SELIMI,47.810,Detaljhandel med motorvogner,,,,,ENK,Skredderveien 12,1617,FREDRIKSTAD,FREDRIKSTAD,3107,,,,,2024-11-14,,,40594866,ysbil@hotmail.com,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
934459199,VALEIKA DRIFTING,47.810,Detaljhandel med motorvogner,,,,,ENK,Valbystien 1,2074,EIDSVOLL VERK,EIDSVOLL,3240,,,,,2024-11-14,,,+4796012028,emilismotorsport@gmail.com,False,,,,,,8200,Personlig næringsdrivende,True,False,False,False,False,1,2026-04-11
934460014,BILHJØRNET AS,47.810,Detaljhandel med motorvogner,,,,,AS,Jacob Schives veg 15,7603,LEVANGER,LEVANGER,5037,,,,2024-10-29,2024-11-14,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934467310,VEA BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Østhusneset 94,4276,VEAVÅGEN,KARMØY,1149,,,,2024-11-08,2024-11-15,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934468201,SCHEI BIL,47.810,Detaljhandel med motorvogner,,,,,ENK,Audnedalsveien 1500,4520,LINDESNES,LINDESNES,4205,,,,,2024-11-15,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934468600,NEXTDRIVE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Ask 18,2022,GJERDRUM,GJERDRUM,3230,,,,2024-10-31,2024-11-15,,,918 09 927,hagestande@gmail.com,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934470117,CARRERA CLASSIC AS,47.810,Detaljhandel med motorvogner,,,,,AS,c/o Espen Olsen; Normanns vei 20,1678,KRÅKERØY,FREDRIKSTAD,3107,,,,2024-11-20,2024-11-27,,,,,False,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934474503,BELUGA ELECTRIC CARS KFT. NUF,46.710,Engroshandel med motorvogner,,,,,NUF,Leilighet 201; Kaserneveien 30,4630,KRISTIANSAND S,KRISTIANSAND,4204,,,,,2024-12-03,,40 32 79 49,,belugavehicles@gmail.com,False,,,,,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934476999,JOHANSEN INVEST,46.710,Engroshandel med motorvogner,,,,,ENK,Seljeveien 14,9147,BIRTAVARRE,KÅFJORD,5540,,,,,2024-11-16,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934481011,KBAUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Hegdalbakken 3,3261,LARVIK,LARVIK,3909,,,,2024-11-11,2024-11-18,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934486226,FARES AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,St. Marie gate 32,1706,SARPSBORG,SARPSBORG,3105,,,,2024-10-01,2024-11-18,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934491378,KAASA BRUKTBIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Langkåsveien 15,3675,NOTODDEN,NOTODDEN,4005,,,,2024-11-13,2024-11-19,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934491858,AUTO HUB AS,46.710,Engroshandel med motorvogner,,,,,AS,Øståsen 8,1903,GAN,LILLESTRØM,3205,,,,2024-11-13,2024-11-19,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934492838,SVDRIVE LLC,47.810,Detaljhandel med motorvogner,,,,,NUF,Narbuta Heorhiia Street 3 apt. 291,,UA-21032 VINNYTSIA,,,,,,,2024-12-04,,,,,False,,,,,,,,False,False,False,False,False,1,2026-04-11
934494784,SELG AS,47.810,Detaljhandel med motorvogner,,,,,AS,Konows gate 67B,0196,OSLO,OSLO,0301,,,,2024-10-30,2024-11-19,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934500024,KOCMO CARS KYRYCHENKO,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,ENK,Hanasandveien 604,4150,RENNESØY,STAVANGER,1103,,,,,2024-11-20,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
934522796,AUTOFORUM AS,47.810,Detaljhandel med motorvogner,,,,,AS,Raset 54,3735,SKIEN,SKIEN,4003,,,,2024-11-11,2024-11-22,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934531337,BONDEGÅRDEN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Buskskauen 8,3237,SANDEFJORD,SANDEFJORD,3907,,,,2024-11-12,2024-11-25,,,,,False,,150000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934532260,KV BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Krittveien 59,4636,KRISTIANSAND S,KRISTIANSAND,4204,,,,2024-10-29,2024-11-25,,,,,False,,200000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934532945,BRUKTBIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Brynsveien 142,1352,KOLSÅS,BÆRUM,3201,,,,2024-09-17,2024-11-25,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934546784,GOHAR AUTO,47.810,Detaljhandel med motorvogner,,,,,ENK,Fossekallen 22,3034,DRAMMEN,DRAMMEN,3301,,,,,2024-11-27,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934554167,M.B CONSULTING SANDE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Lersbrygga 7,3077,SANDE I VESTFOLD,HOLMESTRAND,3903,,,,2024-11-06,2024-11-27,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934564995,OSL AUTO LICI,47.810,Detaljhandel med motorvogner,,,,,ENK,Bårlidalsvegen 57,2080,EIDSVOLL,EIDSVOLL,3240,,,,,2024-11-29,,,,,False,,,,,,8200,Personlig næringsdrivende,True,False,False,False,False,1,2026-04-11
934568001,AVP AS,47.810,Detaljhandel med motorvogner,,,,,AS,Stallkroken 6E,2069,JESSHEIM,ULLENSAKER,3209,,,,2024-10-15,2024-12-23,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934579852,LON BRUKTBIL OSMAN,47.810,Detaljhandel med motorvogner,,,,,ENK,Veldrevegen 39,2385,BRUMUNDDAL,RINGSAKER,3411,,,,,2024-12-02,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934580095,AUTOPLANET X AS,47.810,Detaljhandel med motorvogner,,,,,AS,Sandvollveien 80,1425,SKI,NORDRE FOLLO,3207,0286,OSLO,,2024-10-15,2024-12-02,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934583523,JESSHEIM BILPARTNER AS,47.810,Detaljhandel med motorvogner,,,,,AS,Elektrovegen 1,2069,JESSHEIM,ULLENSAKER,3209,,,,2024-11-15,2025-01-22,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934583795,VEN AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Stasjonsveien 68A,1746,SKJEBERG,SARPSBORG,3105,,,,2024-11-25,2024-12-03,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
